"","microbe","Comparison","deseq_LFC","deseq_padj","M2_coef","M2_padj","Num_not_zero"
"175","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus","SexF",0.387185126030342,0.99953461720537,164.450136463629,0.960956486926275,41
"176","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens","SexF",2.76880486345126,0.735454591299685,16.4711741755845,0.923670069613833,34
"177","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii","SexF",1.38860987650755,0.211252333303979,435.927754738501,0.882718057011564,66
"178","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus","SexF",-0.778029363021247,0.995875553737858,-74.3873951042042,0.797859552202313,45
"179","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180","SexF",26.9677873174167,0.000226173006415288,37.2115789048198,0.915358240448981,14
"180","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251","SexF",-4.05931226112193,NA,-134.854599661179,0.00330751861712797,7
"181","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_274","SexF",0.558097774380322,0.99953461720537,-6.25333787274023,0.960956486926275,17
"182","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38","SexF",26.5725792095549,1.52041987478657e-08,18.0715390394964,0.608691941350834,22
"183","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum","SexF",2.55039529122754,0.807570916127803,53.57803240781,0.883947629234198,32
"184","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus","SexF",0.312617315747541,0.982563885939453,-1892.17163392396,0.833309932032179,66
"185","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica","SexF",-6.89655560949559,0.444553195272015,-470.42703495702,0.00330751861712797,20
"186","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum","SexF",-0.993727441961949,0.746791301418336,-1984.76579532472,0.196172978703964,65
"187","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_CAG_257","SexF",-11.1801501092206,0.147471201983418,-758.789116896686,0.116065146360241,16
"188","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae","SexF",1.25315320416441,0.612163277747207,-37.9642063741543,0.997992743698782,66
"189","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus","SexF",-1.84709277352727,0.735916566120068,-666.948931363847,0.915358240448981,52
"190","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques","SexF",0.140714436393418,0.99953461720537,-683.143100124682,0.879935050964449,65
"191","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus","SexF",0.113509242470505,0.99953461720537,-65.5104083142384,0.923670069613833,54
"192","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes","SexF",-0.382686644320891,0.982563885939453,-1379.20128775117,0.524162588939078,66
"193","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus","SexF",2.46624418226072,0.746791301418336,216.01081638043,0.915358240448981,43
"194","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans","SexF",-1.09054671643779,0.646221504805592,-1383.49327609284,0.000846447872669549,65
"195","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena","SexF",-2.2713614703083,0.0175694121224031,-7959.09599334168,4.43557718762683e-05,66
"196","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis","SexF",-30,NA,-253.858508288247,0.761484075558198,9
"197","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi","SexF",-0.430362936142756,0.99953461720537,-43.1145697050166,0.703756240780502,23
"198","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans","SexF",-0.000554487916333324,0.99953461720537,-4614.26825372082,0.609923052665323,66
"199","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae","SexF",-1.63017632751855,0.99953461720537,-5.06269511421874,0.960956486926275,12
"200","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_scindens","SexF",-8.25537648419221,NA,-2.39982652881521,0.960956486926275,10
"201","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum","SexF",-0.810483217752463,0.99953461720537,-29.1289182800042,0.703756240780502,17
"202","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale","SexF",-1.47587142003253,0.612163277747207,-11311.1470890793,0.00330751861712797,66
"203","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospira|s__Lachnospira_pectinoschiza","SexF",0.843207809026185,0.99953461720537,3.33044519440941,0.971804873890942,27
"204","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis","SexF",0.0450280325427271,0.99953461720537,-851.080443420716,0.786390644111488,60
"205","k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis","SexF",1.76084867848134,0.612163277747207,291.521623489236,0.834992112998047,59
